Node_type,ID,Description,Label,Reference_Count,First_Apperance,Last_Apperance,Confidence,_context
ORGANIZATION,ORG_SPIES_OF_MORDOR,[N/A],Spies Of Mordor,7,"Book 2, Chapter 10","Book 2, Chapter 10",0.51,"night. `Orcs! ' he said. `Not very near, and yet too near, it seems.' `I feared as much,' said Aragorn. `But maybe they are not on this side of the River. The light of Sting is faint, and it may point to no more than spies of Mordor roaming on"
ORGANIZATION,ORG_YOUR_PEOPLE,[N/A],Your People,2,"Book 2, Chapter 10","Book 3, Chapter 6",0.5,"your little country, though you knew it not.' 'I do not doubt the valour of your people. But the world is changing. The walls of Minas Tirith may be strong, but they are not strong enough. If they fail, what then? ' 'We shall fall in battle valiantly. Yet there"
PERSON,PER_POOR_OLD_SAM,[N/A],Poor Old Sam,4,"Book 2, Chapter 10","Book 2, Chapter 10",0.86,"is plain: the evil of the Ring is already at work even in the Company, and the Ring must leave them before it does more harm. I will go alone. Some I cannot trust, and those I can trust are too dear to me: poor old Sam, and Merry and"
PERSON,PER_OLD_TREEBEARD,[N/A],Old Treebeard,1463,"Book 2, Chapter 10","Book 6, Chapter 6",0.76,"to the bed and curled up in the soft grass and fern. It was fresh, and sweet-scented, and warm. The lights died down, and the glow of the trees faded; but outside under the arch they could see old Treebeard standing, motionless, with his arms raised above his head. The"
PERSON,PER_LÃ³RIEN,[N/A],Lã³Rien,22,"Book 3, Chapter 1","Book 6, Chapter 6",0.54,"long dark hair and arrayed it upon his shoulders. The golden belt of LÃ³rien gleamed about his waist. His helm they set beside him, and across his lap they laid the cloven horn and the hilts and shards of his sword; beneath his feet they put the swords of his"
PERSON,PER_I_SAW_HIM,[N/A],I Saw Him,3,"Book 3, Chapter 1","Book 3, Chapter 9",0.58,"by moon or by starlight?' 'I saw him ride over seven streams, over waters wide and grey; I saw him walk in empty lands, until he passed away Into the shadows of the North. I saw him then no more. The North Wind may have heard the horn of the"
ORGANIZATION,ORG_THE_PURSUERS,[N/A],The Pursuers,8,"Book 3, Chapter 2","Book 5, Chapter 2",0.67,"now the pursuers turned and followed the new path. As if fresh from a night's rest they sprang from stone to stone. At last they reached the crest of the grey hill, and a sudden breeze blew in their hair and stirred their cloaks: the chill wind of dawn. Turning"
LOCATION,LOC_EASTEMNET,[N/A],Eastemnet,29,"Book 3, Chapter 2","Book 3, Chapter 5",0.83,"beast or man. The dwellings of the Rohirrim were for the most part many leagues away to the South, under the wooded eaves of the White Mountains, now hidden in mist and cloud; yet the Horse-lords had formerly kept many herds and studs in the Eastemnet, this easterly region of"
ORGANIZATION,ORG_THE_HERDSMEN,[N/A],The Herdsmen,14,"Book 3, Chapter 2","Book 3, Chapter 8",0.7,"their realm, and there the herdsmen had wandered much, living in camp and tent, even in winter-time. But now all the land was empty, and there was silence that did not seem to be the quiet of peace. At dusk they halted again. Now twice twelve leagues they had passed"
LOCATION,LOC_METHEDRAS,[N/A],Methedras,24,"Book 3, Chapter 2","Book 3, Chapter 4",0.77,"ago from the Great River. North-westward stalked the dark forest of Fangorn; still ten leagues away stood its shadowy eaves, and its further slopes faded into the distant blue. Beyond there glimmered far away, as if floating on a grey cloud, the white head of tall Methedras, the last peak"
LOCATION,LOC_EORL,[N/A],Eorl,33,"Book 3, Chapter 2","Book 6, Chapter 6",0.83,"has happened here of late, nor in what mind the Rohirrim may now be between the traitor Saruman and the threat of Sauron. They have long been the friends of the people of Gondor, though they are not akin to them. It was in forgotten years long ago that Eorl"
PERSON,PER_EORL_THE_YOUNG,[N/A],Eorl The Young,62,"Book 3, Chapter 2","Book 6, Chapter 6",0.82,"nor in what mind the Rohirrim may now be between the traitor Saruman and the threat of Sauron. They have long been the friends of the people of Gondor, though they are not akin to them. It was in forgotten years long ago that Eorl the Young brought them out"
LOCATION,LOC_WOODLAND_REALM,[N/A],Woodland Realm,9,"Book 3, Chapter 2","Book 3, Chapter 2",0.82,"'That is no name for a Man that you give. And strange too is your raiment. Have you sprung out of the grass? How did you escape our sight? Are you elvish folk?' 'No,' said Aragorn. 'One only of us is an Elf, Legolas from the Woodland Realm in distant"
PERSON,PER_HORSE-MASTER,[N/A],Horse-Master,5,"Book 3, Chapter 2","Book 3, Chapter 2",0.51,"ones?' he demanded. Gimli rose and planted his feet firmly apart: his hand gripped the handle of his axe, and his dark eyes flashed. 'Give me your name, horse-master, and I will give you mine, and more besides,' he said. 'As for that,' said the Rider, staring down at the"
PERSON,PER_MASTER_DWARF,[N/A],Master Dwarf,29,"Book 3, Chapter 2","Book 3, Chapter 10",0.87,"evil of that which is fair beyond the reach of your thought, and only little wit can excuse you.' Ã‰omer's eyes blazed, and the Men of Rohan murmured angrily, and closed in, advancing their spears. 'I would cut off your head, beard and all, Master Dwarf, if it stood but"
PERSON,PER_TWO_OF_MY_FRIENDS,[N/A],Two Of My Friends,14,"Book 3, Chapter 10","Book 6, Chapter 3",0.6,"hunt them in this fashion out of choice. The Orcs whom we pursued took captive two of my friends. In such need a man that has no horse will go on foot, and he will not ask for leave to follow the trail. Nor will he count the heads of"
PERSON,PER_Ã‰OTHAIN,[N/A],Ã‰Othain,23,"Book 3, Chapter 2","Book 3, Chapter 2",0.51,"south, lord. Let us leave these wild folk to their fancies. Or let us bind them and take them to the king.' 'Peace, Ã‰othain!' said Ã‰omer in his own tongue. 'Leave me a while. Tell the _Ã©ored_ to assemble on the path' and make ready to ride to the Entwade.'"
LOCATION,LOC_ENTWADE,[N/A],Entwade,17,"Book 3, Chapter 2","Book 3, Chapter 2",0.69,"south, lord. Let us leave these wild folk to their fancies. Or let us bind them and take them to the king.' 'Peace, Ã‰othain!' said Ã‰omer in his own tongue. 'Leave me a while. Tell the _Ã©ored_ to assemble on the path' and make ready to ride to the Entwade.'"
PERSON,PER_WINGFOOT,[N/A],Wingfoot,9,"Book 3, Chapter 2","Book 3, Chapter 2",0.57,"since the evening of that day we have journeyed from the shadow of Tol Brandir.' 'On foot?' cried Ã‰omer. 'Yes, even as you see us.' Wide wonder came into Ã‰omer's eyes. 'Strider is too poor a name, son of Arathorn,' he said. 'Wingfoot I name you. This deed of the"
PERSON,PER_HARDY,[N/A],Hardy,6,"Book 3, Chapter 2","Book 3, Chapter 2",0.87,"Wide wonder came into Ã‰omer's eyes. 'Strider is too poor a name, son of Arathorn,' he said. 'Wingfoot I name you. This deed of the three friends should be sung in many a hall. Forty leagues and five you have measured ere the fourth day is ended! Hardy is the"
ORGANIZATION,ORG_SONS_OF_EORL,[N/A],Sons Of Eorl,29,"Book 3, Chapter 2","Book 5, Chapter 5",0.71,"you not come? Do I hope in vain that you have been sent to me for a help in doubt and need?' 'I will come when I may,' said Aragorn. 'Come now!' said Ã‰omer. 'The Heir of Elendil would be a strength indeed to the Sons of Eorl in this"
LOCATION,LOC_ENTWOOD,[N/A],Entwood,5,"Book 3, Chapter 2","Book 3, Chapter 2",0.52,"I most fear, a league between Orthanc and the Dark Tower, I led forth my _Ã©ored_, men of my own household; and we overtook the Orcs at nightfall two days ago, near to the borders of the Entwood. There we surrounded them, and gave battle yesterday at dawn. Fifteen of"
PERSON,PER_LADY_OF_THE_WOOD,[N/A],Lady Of The Wood,2,"Book 3, Chapter 2","Book 3, Chapter 2",0.5,Ã‰omer. 'It is hard to be sure of anything among so many marvels. The world is all grown strange. Elf and Dwarf in company walk in our daily fields; and folk speak with the Lady of the Wood and yet live; and the Sword comes back to war that was
LOCATION,LOC_MEDUSELD,[N/A],Meduseld,110,"Book 3, Chapter 2","Book 5, Chapter 6",0.85,"to be away, and every hour lessens your hope. This is my choice. You may go; and what is more, I will lend you horses. This only I ask: when your quest is achieved, or is proved vain, return with the horses over the Entwade to Meduseld, the high house"
PERSON,PER_HASUFEL,[N/A],Hasufel,76,"Book 3, Chapter 2","Book 5, Chapter 2",0.81,"ride now, or you will hinder us,' said Aragorn. 'Come, you shall sit behind me, friend Gimli, said Legolas. Then all will be well, and you need neither borrow a horse nor be troubled by one.' A great dark-grey horse was brought to Aragorn, and he mounted it. 'Hasufel is"
ORGANIZATION,ORG_HIS_COUNSEL,[N/A],His Counsel,2,"Book 3, Chapter 2","Book 3, Chapter 7",0.69,"was strong now proves unsure. How shall any tower withstand such numbers and such reckless hate? Had I known that the strength of Isengard was grown so great, maybe l should not so rashly have ridden forth to meet it, for all the arts of Gandalf. His counsel seems not"
ORGANIZATION,ORG_ONODRIM,[N/A],Onodrim,12,"Book 3, Chapter 2","Book 3, Chapter 5",0.62,"asking you what was the truth of the matter. And if an Elf of the Wood does not know, how shall a Man answer?' 'You have journeyed further than I,' said Legolas. 'I have heard nothing of this in my own land, save only songs that tell how the Onodrim,"
ORGANIZATION,ORG_THE_ENTS,[N/A],The Ents,924,"Book 3, Chapter 2","Book 6, Chapter 7",0.59,"and wild, the Ents and the Entwives â€“ and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! â€“ they walked together and they housed together. But our hearts did not go on growing in the same way: the Ents"
ORGANIZATION,ORG_THE_HORSES,[N/A],The Horses,8,"Book 3, Chapter 2","Book 3, Chapter 2",0.57,"had set and the night was very dark. Suddenly Legolas gave a cry. 'The horses! The horses!' The horses were gone. They had dragged their pickets and disappeared. For me time the three companions stood still and silent, troubled by this new stroke of ill fortune. They were under the"
PERSON,PER_UGLÃºK,[N/A],Uglãºk,493,"Book 3, Chapter 3","Book 3, Chapter 9",0.65,"spoiling_. That's my orders.' 'Not our orders!' said one of the earlier voices. 'We have come all the way from the Mines to kill, and avenge our folk. I wish to kill, and then go back north.' 'Then you can wish again,' said the growling voice. 'I am UglÃºk. I"
LOCATION,LOC_LUGBÃºRZ,[N/A],Lugbãºrz,158,"Book 3, Chapter 3","Book 6, Chapter 1",0.69,"to kill, and then go back north.' 'Then you can wish again,' said the growling voice. 'I am UglÃºk. I command. I return to Isengard by the shortest road.' 'Is Saruman the master or the Great Eye?' said the evil voice. 'We should go back at once to LugbÃºrz.' 'If"
PERSON,PER_THE_EVIL_VOICE,[N/A],The Evil Voice,2,"Book 3, Chapter 3","Book 3, Chapter 3",0.77,"Great Eye?' said the evil voice. 'We should go back at once to LugbÃºrz.' 'If we could cross the Great River, we might,' said another voice. 'But there are not enough of us to venture down to the bridges.' 'I came across,' said the evil voice. 'A winged NazgÃ»l awaits"
LOCATION,LOC_HORSE-COUNTRY,[N/A],Horse-Country,4,"Book 3, Chapter 3","Book 3, Chapter 3",0.76,"came across,' said the evil voice. 'A winged NazgÃ»l awaits us northward on the east-bank.' 'Maybe, maybe! Then you'll fly off with our prisoners, and get all the pay and praise in LugbÃºrz, and leave us to foot it as best we can through the Horse-country. No, we must stick"
ORGANIZATION,ORG_URUK-HAI,[N/A],Uruk-Hai,38,"Book 3, Chapter 3","Book 5, Chapter 4",0.66,"Horse-country. No, we must stick together. These lands are dangerous: full of foul rebels and brigands.' 'Aye, we must stick together,' growled UglÃºk. 'I don't trust you little swine. You've no guts outside your own sties. But for us you'd all have run away. We are the fighting Uruk-hai! We"
PERSON,PER_GRISHNÃ¡KH,[N/A],Grishnã¡Kh,264,"Book 3, Chapter 3","Book 3, Chapter 9",0.65,"think that UglÃºk's shoulders needed relieving of a swollen head. They might ask where his strange ideas came from. Did they come from Saruman, perhaps? Who does _he_ think he is, setting up on his own with his filthy white badges? They might agree with me, with GrishnÃ¡kh their trusted"
ORGANIZATION,ORG_THE_NORTHERNERS,[N/A],The Northerners,65,"Book 3, Chapter 3","Book 3, Chapter 3",0.79,"the Northerners broke away and dashed off, over a hundred of them, running wildly along the river towards the mountains. The hobbits were left with the Isengarders: a grim dark band, four score at least of large, swart, slant-eyed Orcs with great bows and short broad-bladed swords. A few of"
ORGANIZATION,ORG_THE_ISENGARDERS,[N/A],The Isengarders,108,"Book 3, Chapter 3","Book 3, Chapter 4",0.79,"the Northerners and the Isengarders. Some were pointing back away south, and some were pointing eastward. 'Very well,' said UglÃºk. 'Leave them to me then! No killing, as I've told you before; but if you want to throw away what we've come all the way to get, throw it away!"
ORGANIZATION,ORG_THE_ORC-BAND,[N/A],The Orc-Band,5,"Book 3, Chapter 3","Book 3, Chapter 3",0.59,"that! Hold your tongues. No talk to one another. Any trouble will be reported at the other end, and He'll know how to pay you. You'll get bed and breakfast all right: more than you can stomach.' The orc-band began to descend a narrow ravine leading down into the misty"
PERSON,PER_LUGDUSH,[N/A],Lugdush,20,"Book 3, Chapter 3","Book 3, Chapter 3",0.59,"leading down into the misty plain below. Merry and Pippin, separated by a dozen Orcs or more, climbed down with them. At the bottom they stepped on to grass, and the hearts of the hobbits rose. 'Now straight on!' shouted UglÃºk. 'West and a little north. Follow Lugdush.' 'But what"
ORGANIZATION,ORG_THE_WHITESKINS,[N/A],The Whiteskins,38,"Book 3, Chapter 3","Book 3, Chapter 3",0.7,"the Northerners. They were flagging in the rays of the bright sun, winter sun shining in a pale cool sky though it was; their heads were down and their tongues lolling out. 'Maggots!' jeered the Isengarders. 'You're cooked. The Whiteskins will catch you and eat you. They're coming!' A cry"
PERSON,PER_SNAGA,[N/A],Snaga,80,"Book 3, Chapter 3","Book 6, Chapter 1",0.79,"broad-bladed swords. A few of the larger and bolder Northerners remained with them. 'Now we'll deal with GrishnÃ¡kh,' said UglÃºk; but some even of his own followers were looking uneasily southwards. 'I know,' growled UglÃºk. 'The cursed horse-boys have got wind of us. But that's all your fault, Snaga. You"
PERSON,PER_APE,[N/A],Ape,6,"Book 3, Chapter 3","Book 3, Chapter 3",0.55,"and licking his lips, as if the word had a foul taste that he savoured painfully. 'You speak of what is deep beyond the reach of your muddy dreams, UglÃºk,' he said. '_NazgÃ»l!_Ah! All that they make out! One day you'll wish that you had not said that. Ape!' he"
ORGANIZATION,ORG_THE_SOLDIERS_OF_MORDOR,[N/A],The Soldiers Of Mordor,4,"Book 3, Chapter 3","Book 3, Chapter 3",0.56,"The Isengarders began to run with a redoubled pace that astonished Pippin, a terrific spurt it seemed for the end of a race. Then he saw that the sun was sinking, falling behind the Misty Mountains; shadows reached over the land. The soldiers of Mordor lifted their heads and also"
PERSON,PER_MAUHÃºR,[N/A],Mauhãºr,23,"Book 3, Chapter 3","Book 3, Chapter 3",0.52,"the dark. But these Whiteskins have better night-eyes than most Men, from all I've heard; and don't forget their horses! They can see the night-breeze, or so it's said. Still there's one thing the fine fellows don't know: MauhÃºr and his lads are in the forest, and they should turn"
LOCATION,LOC_KNOLL,[N/A],Knoll,3,"Book 3, Chapter 3","Book 3, Chapter 3",0.52,too afraid to move. At last Merry stirred and whispered softly: 'So far so good: but how are _we_ to avoid being spitted?' The answer came almost immediately. The cries of GrishnÃ¡kh had roused the Orcs. From the yells and screeches that came from the knoll the hobbits guessed that
PERSON,PER_MASTER_TOOK,[N/A],Master Took,10,"Book 3, Chapter 3","Book 3, Chapter 3",0.86,"from their words that they had suffered cruelly, and been in dire peril, going without hope towards torment and death; or that even now, as they knew well, they had little chance of ever finding friend or safety again. 'You seem to have been doing well, Master Took,' said Merry."
PERSON,PER_COUSIN_BRANDYBUCK,[N/A],Cousin Brandybuck,18,"Book 3, Chapter 3","Book 6, Chapter 5",0.84,"I wonder if anyone will ever pick up your trail and find that brooch. I should hate to lose mine, but I am afraid yours is gone for good. 'I shall have to brush up my toes, if I am to get level with you. Indeed Cousin Brandybuck is going"
PERSON,PER_MASTER_BRANDYBUCK,[N/A],Master Brandybuck,10,"Book 3, Chapter 3","Book 3, Chapter 3",0.62,"The butt-end of the Misty Mountains is in front, and Fangorn Forest.' Even as he spoke the dark edge of the forest loomed up straight before them. Night seemed to have taken refuge under its great trees, creeping away from the coming Dawn. 'Lead on, Master Brandybuck!' said Pippin. 'Or"
LOCATION,LOC_SMIALS_AT_TUCKBOROUGH,[N/A],Smials At Tuckborough,33,"Book 3, Chapter 4","Book 6, Chapter 8",0.54,"Tooks away back in the Smials at Tuckborough: a huge place, where the furniture has never been moved or changed for generations. They say the Old Took lived in it year after year, while he and the room got older and shabbier together-and it has never changed since he died,"
ORGANIZATION,ORG_THE_GREAT_PLACE_OF_THE_TOOKS,[N/A],The Great Place Of The Tooks,6,"Book 3, Chapter 4","Book 6, Chapter 8",0.63,"the Great Place of the Tooks away back in the Smials at Tuckborough: a huge place, where the furniture has never been moved or changed for generations. They say the Old Took lived in it year after year, while he and the room got older and shabbier together-and it has"
PERSON,PER_OLD_GERONTIUS,[N/A],Old Gerontius,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.88,"place, where the furniture has never been moved or changed for generations. They say the Old Took lived in it year after year, while he and the room got older and shabbier together-and it has never changed since he died, a century ago. And Old Gerontius was my great-great-grandfather: that"
PERSON,PER_HOOM,[N/A],Hoom,7,"Book 3, Chapter 4","Book 6, Chapter 6",0.69,"that grew in the ground-asleep, you might say, or just feeling itself as something between roof-tip and leaf-tip, between deep earth and sky had suddenly waked up, and was considering you with the same slow care that it had given to its own inside affairs for endless years.' '_Hrum, Hoom_,'"
PERSON,PER_ELDEST_OF_ALL,[N/A],Eldest Of All,14,"Book 3, Chapter 4","Book 6, Chapter 6",0.63,"that I learned when I was young. But that was a long, long time ago, and they may have made new lists. Let me see! Let me see! How did it go? Learn now the lore of Living Creatures! First name the four, the free peoples: Eldest of all, the"
PERSON,PER_BEAVER,[N/A],Beaver,4,"Book 3, Chapter 4","Book 3, Chapter 4",0.69,"Let me see! How did it go? Learn now the lore of Living Creatures! First name the four, the free peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the"
PERSON,PER_BOAR_THE_FIGHTER,[N/A],Boar The Fighter,5,"Book 3, Chapter 4","Book 3, Chapter 4",0.73,"the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie, ox in pasture, Hart horn-crowned; hawk is swiftest Swan the whitest, serpent coldest... Hoom, hm; hoom. hm. how did it"
PERSON,PER_HOUND,[N/A],Hound,3,"Book 3, Chapter 4","Book 3, Chapter 4",0.66,"lore of Living Creatures! First name the four, the free peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound"
PERSON,PER_SWAN,[N/A],Swan,2,"Book 3, Chapter 4","Book 3, Chapter 4",0.5,"are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie, ox in pasture, Hart horn-crowned; hawk is swiftest Swan the"
PERSON,PER_HART_HORN-CROWNED,[N/A],Hart Horn-Crowned,19,"Book 3, Chapter 10","Book 5, Chapter 6",0.79,"the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie, ox in pasture, Hart horn-crowned; hawk is swiftest Swan the whitest, serpent coldest... Hoom, hm; hoom. hm. how did it"
LOCATION,LOC_ROOM_TUM,[N/A],Room Tum,4,"Book 3, Chapter 4","Book 3, Chapter 4",0.7,"hoom. hm. how did it go? Room tum, room tum, roomty toom tum. It was a long list. But anyway you do not seem to fit in anywhere!' 'We always seem to have got left out of the old lists, and the old stories,' said Merry. 'Yet we've been about"
PERSON,PER_MASTER_GANDALF,[N/A],Master Gandalf,37,"Book 3, Chapter 4","Book 6, Chapter 7",0.82,"do anything _with_ you: not if you mean by that 'do something _to_ you' without your leave. We might do some things together. I don't know about _sides_. I go my own way; but your way may go along with mine for a while. But you speak of Master Gandalf,"
LOCATION,LOC_SHELF,[N/A],Shelf,8,"Book 3, Chapter 4","Book 3, Chapter 4",0.56,"'Hm, _tired_? No. I am not tired. I do not easily get tired. And I do not sit down. I am not very, hm, bendable. But there, the Sun _is_ going in. Let us leave this â€“ did you say what you call it?' 'Hill?' suggested Pippin. 'Shelf? Step?' suggested"
LOCATION,LOC_TAURELILÃ³MÃ,[N/A],Taurelilã³Mã,3,"Book 3, Chapter 4","Book 3, Chapter 4",0.54,"rather behind the world in there, I guess,' he said 'Neither this country, nor anything else outside the Golden Wood, is what it was when Celeborn was young. Still: TaurelilÃ³mÃ«a-tumbalemorna TumbaletaurÃ«a LÃ³mÃ«anor,_*1_ that is what they used to say. Things have changed, but it is still true in places.' 'What"
LOCATION,LOC_TASARINAN,[N/A],Tasarinan,19,"Book 3, Chapter 4","Book 6, Chapter 6",0.83,"a week just breathing.' Treebeard fell silent, striding along, and yet making hardly a sound with his great feet. Then he began to hum again, and passed into a murmuring chant. Gradually the hobbits became aware that he was chanting to them: In the willow-meads of Tasarinan I walked in"
LOCATION,LOC_NAN-TASARION,[N/A],Nan-Tasarion,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.57,"with his great feet. Then he began to hum again, and passed into a murmuring chant. Gradually the hobbits became aware that he was chanting to them: In the willow-meads of Tasarinan I walked in the Spring. Ah! the sight and the smell of the Spring in Nan-tasarion! And I"
LOCATION,LOC_OSSIRIAND,[N/A],Ossiriand,3,"Book 3, Chapter 4","Book 3, Chapter 4",0.66,chant. Gradually the hobbits became aware that he was chanting to them: In the willow-meads of Tasarinan I walked in the Spring. Ah! the sight and the smell of the Spring in Nan-tasarion! And I said that was good. I wandered in Summer in the elm-woods of Ossiriand. Ah! the
LOCATION,LOC_TAUR-NA-NELDOR,[N/A],Taur-Na-Neldor,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.54,elm-woods of Ossiriand. Ah! the light and the music in the Summer by the Seven Rivers of Ossir! And I thought that was best. To the beeches of Neldoreth I came in the Autumn. Ah! the gold and the red and the sighing of leaves in the Autumn in Taur-na-neldor!
LOCATION,LOC_DORTHONION,[N/A],Dorthonion,7,"Book 3, Chapter 4","Book 3, Chapter 4",0.62,Rivers of Ossir! And I thought that was best. To the beeches of Neldoreth I came in the Autumn. Ah! the gold and the red and the sighing of leaves in the Autumn in Taur-na-neldor! It was more than my desire. To the pine-trees upon the highland of Dorthonion I
LOCATION,LOC_OROD-NA-THÃ,[N/A],Orod-Na-Thã,5,"Book 3, Chapter 4","Book 3, Chapter 4",0.57,the gold and the red and the sighing of leaves in the Autumn in Taur-na-neldor! It was more than my desire. To the pine-trees upon the highland of Dorthonion I climbed in the Winter. Ah! the wind and the whiteness and the black branches of Winter upon Orod-na-ThÃ´n! My voice
LOCATION,LOC_AMBARÃ³NA,[N/A],Ambarã³Na,9,"Book 3, Chapter 4","Book 3, Chapter 4",0.58,"the highland of Dorthonion I climbed in the Winter. Ah! the wind and the whiteness and the black branches of Winter upon Orod-na-ThÃ´n! My voice went up and sang in the sky. And now all those lands lie under the wave. And I walk in AmbarÃ³na, in Tauremorna, in AldalÃ³mÃ«."
LOCATION,LOC_TAUREMORNA,[N/A],Tauremorna,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.61,"the highland of Dorthonion I climbed in the Winter. Ah! the wind and the whiteness and the black branches of Winter upon Orod-na-ThÃ´n! My voice went up and sang in the sky. And now all those lands lie under the wave. And I walk in AmbarÃ³na, in Tauremorna, in AldalÃ³mÃ«."
LOCATION,LOC_ALDALÃ³MÃ,[N/A],Aldalã³Mã,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.62,"the highland of Dorthonion I climbed in the Winter. Ah! the wind and the whiteness and the black branches of Winter upon Orod-na-ThÃ´n! My voice went up and sang in the sky. And now all those lands lie under the wave. And I walk in AmbarÃ³na, in Tauremorna, in AldalÃ³mÃ«."
LOCATION,LOC_TAUREMORNALÃ³MÃ,[N/A],Tauremornalã³Mã,7,"Book 3, Chapter 4","Book 3, Chapter 4",0.56,"went up and sang in the sky. And now all those lands lie under the wave. And I walk in AmbarÃ³na, in Tauremorna, in AldalÃ³mÃ«. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than the leaves In TauremornalÃ³mÃ«. He"
LOCATION,LOC_WELLINGHALL,[N/A],Wellinghall,20,"Book 3, Chapter 4","Book 3, Chapter 9",0.88,"said Treebeard, breaking his long silence. 'I have brought you about seventy thousand ent-strides, but what that comes to in the measurement of your land I do not know. Anyhow we are near the roots of the Last Mountain. Part of the name of this place might be Wellinghall, if"
PERSON,PER_NOBODY,[N/A],Nobody,11,"Book 3, Chapter 4","Book 3, Chapter 4",0.69,"concern Elves and Men. That is the business of Wizards: Wizards are always troubled about the future. I do not like worrying about the future. I am not altogether on anybody's _side_, because nobody is altogether on my _side_, if you understand me: nobody cares for the woods as I"
LOCATION,LOC_ANGRENOST,[N/A],Angrenost,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.9,"the Ships I never can tell. Saruman was reckoned great among them, I believe. He gave up wandering about and minding the affairs of Men and Elves, some time ago â€“ you would call it a very long time ago: and he settled down at Angrenost, or Isengard as the"
LOCATION,LOC_SPRING,[N/A],Spring,4,"Book 3, Chapter 4","Book 3, Chapter 4",0.5,"must cool myself and think; fur it is easier to shout _stop_! than to do it.' He strode to the archway and stood for some time under the falling rain of the spring. Then he laughed and shook himself, and wherever the drops of water fell glittering from him to"
LOCATION,LOC_FINGLAS,[N/A],Finglas,20,"Book 3, Chapter 4","Book 3, Chapter 4",0.92,"fell glittering from him to the ground they glinted like red and green sparks. He came back and laid himself on the bed again and was silent. After some time the hobbits heard him murmuring again. He seemed to be counting on his fingers. 'Fangorn, Finglas, Fladrif, aye, aye,' he"
LOCATION,LOC_FLADRIF,[N/A],Fladrif,19,"Book 3, Chapter 4","Book 3, Chapter 4",0.59,"fell glittering from him to the ground they glinted like red and green sparks. He came back and laid himself on the bed again and was silent. After some time the hobbits heard him murmuring again. He seemed to be counting on his fingers. 'Fangorn, Finglas, Fladrif, aye, aye,' he"
PERSON,PER_LEAFLOCK,[N/A],Leaflock,24,"Book 3, Chapter 4","Book 3, Chapter 4",0.8,"there are so few of us left,' he said turning towards the hobbits. 'Only three remain of the first Ents that walked in the woods before the Darkness: only myself, Fangorn, and Finglas and Fladrif â€“ to give them their Elvish names; you may call them Leaflock and Skinbark if"
PERSON,PER_SKINBARK,[N/A],Skinbark,37,"Book 3, Chapter 4","Book 3, Chapter 4",0.8,"there are so few of us left,' he said turning towards the hobbits. 'Only three remain of the first Ents that walked in the woods before the Darkness: only myself, Fangorn, and Finglas and Fladrif â€“ to give them their Elvish names; you may call them Leaflock and Skinbark if"
ORGANIZATION,ORG_ENTINGS,[N/A],Entings,10,"Book 3, Chapter 4","Book 6, Chapter 6",0.74,"'Oh, no!' said Treebeard. 'None have died from inside, as you might say. Some have fallen in the evil chances of the long years, of course: and more have grown tree-ish. But there were never many of us and we have not increased. There have been no Entings â€“ no"
ORGANIZATION,ORG_THE_ENTWIVES,[N/A],The Entwives,194,"Book 3, Chapter 4","Book 6, Chapter 6",0.74,"the Entwives â€“ and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! â€“ they walked together and they housed together. But our hearts did not go on growing in the same way: the Ents gave their love to things"
ORGANIZATION,ORG_ENTMAIDENS,[N/A],Entmaidens,2,"Book 3, Chapter 4","Book 3, Chapter 4",0.54,"call, and work to do, and maybe a journey to begin.' 'It is rather a strange and sad story,' he went on after a pause. 'When the world was young, and the woods were wide and wild, the Ents and the Entwives â€“ and there were Entmaidens then: ah! the"
LOCATION,LOC_WANDLIMB,[N/A],Wandlimb,6,"Book 3, Chapter 4","Book 3, Chapter 4",0.65,"and maybe a journey to begin.' 'It is rather a strange and sad story,' he went on after a pause. 'When the world was young, and the woods were wide and wild, the Ents and the Entwives â€“ and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb"
